student_id,school_type,school_major_detail,initial_choice_program,recommended_top1_program,recommended_top1_program_id,recommended_top1_score,recommended_top3_programs,recommended_top5_programs,alignment_status,advisory_message,generator_version
STU-004119,SMA,Pilihan Campuran Kurikulum Merdeka,Teknik Mesin,Teknik Mesin,PRG2-008,0.95,Teknik Mesin|Teknik Elektro|Teknologi Informasi,Teknik Mesin|Teknik Elektro|Teknologi Informasi|Teknik Sipil|Teknik Informatika,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004120,MAK,MAK Teknologi/Bisnis/Kesehatan/Kreatif,Teknik Industri,Teknik Industri,PRG2-007,0.919,Teknik Industri|Sistem Informasi|Akuntansi,Teknik Industri|Sistem Informasi|Akuntansi|Farmasi|Bisnis Digital,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004121,SMK,Desain Komunikasi Visual,Sistem Informasi,Sistem Informasi,PRG2-002,0.944,Sistem Informasi|Teknik Industri|Akuntansi,Sistem Informasi|Teknik Industri|Akuntansi|Bisnis Digital|Sains Data,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004122,MAK,MAK Teknologi/Bisnis/Kesehatan/Kreatif,Kesehatan Masyarakat,Kesehatan Masyarakat,PRG2-018,0.944,Kesehatan Masyarakat|Keperawatan|Administrasi Publik,Kesehatan Masyarakat|Keperawatan|Administrasi Publik|Psikologi|Ilmu Gizi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004123,SMK,Farmasi Klinis dan Komunitas,Agroteknologi,Agroteknologi,PRG2-033,0.888,Agroteknologi|Teknologi Pangan|Agribisnis,Agroteknologi|Teknologi Pangan|Agribisnis|Biologi|Teknik Sipil,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004124,SMK,Pengembangan Perangkat Lunak dan Gim - RPL,Teknik Elektro,Teknik Elektro,PRG2-006,0.799,Teknik Elektro|Agroteknologi|Teknik Mesin,Teknik Elektro|Agroteknologi|Teknik Mesin|Teknik Sipil|Teknik Informatika,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004125,SMA,Pilihan Campuran Kurikulum Merdeka,Teknik Elektro,Teknik Elektro,PRG2-006,0.833,Teknik Elektro|Teknik Mesin|Teknik Informatika,Teknik Elektro|Teknik Mesin|Teknik Informatika|Teknologi Informasi|Pendidikan Dokter,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004126,SMK,Agribisnis Tanaman/Ternak/Perikanan,Teknik Elektro,Teknik Elektro,PRG2-006,0.905,Teknik Elektro|Teknik Mesin|Teknologi Informasi,Teknik Elektro|Teknik Mesin|Teknologi Informasi|Agroteknologi|Teknik Informatika,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004127,SMK,Teknik Elektronika,Teknik Informatika,Desain Komunikasi Visual,PRG2-029,0.933,Desain Komunikasi Visual|Arsitektur|Desain Produk,Desain Komunikasi Visual|Arsitektur|Desain Produk|Film dan Televisi|Ilmu Komunikasi,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-004128,SMK,Akuntansi dan Keuangan Lembaga,Agribisnis,Kimia,PRG2-014,0.879,Kimia|Statistika|Farmasi,Kimia|Statistika|Farmasi|Sains Data|Teknologi Pangan,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-004129,SMK,Layanan Kesehatan,Kesehatan Masyarakat,Kesehatan Masyarakat,PRG2-018,0.969,Kesehatan Masyarakat|Keperawatan|Ilmu Gizi,Kesehatan Masyarakat|Keperawatan|Ilmu Gizi|Pendidikan Guru Sekolah Dasar|Administrasi Publik,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004130,SMA,Seni/Kreatif,Ilmu Komunikasi,Ilmu Komunikasi,PRG2-021,0.92,Ilmu Komunikasi|Ilmu Hukum|Bisnis Digital,Ilmu Komunikasi|Ilmu Hukum|Bisnis Digital|Film dan Televisi|Pendidikan Bahasa Inggris,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004131,SMK,"Sistem Informasi, Jaringan, dan Aplikasi - SIJA",Arsitektur,Arsitektur,PRG2-010,0.913,Arsitektur|Desain Komunikasi Visual|Desain Produk,Arsitektur|Desain Komunikasi Visual|Desain Produk|Film dan Televisi|Teknologi Informasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004132,MA,Keagamaan,Psikologi,Administrasi Publik,PRG2-023,0.777,Administrasi Publik|Psikologi|Keperawatan,Administrasi Publik|Psikologi|Keperawatan|Pendidikan Guru Sekolah Dasar|Kesehatan Masyarakat,cukup_selaras,"Pilihan awal masih cukup relevan, tetapi siswa perlu membandingkan beberapa alternatif program studi.",stage10-v2.0
STU-004133,SMK,Agribisnis Tanaman/Ternak/Perikanan,Teknik Mesin,Teknik Mesin,PRG2-008,0.944,Teknik Mesin|Teknik Elektro|Teknologi Informasi,Teknik Mesin|Teknik Elektro|Teknologi Informasi|Teknik Informatika|Agroteknologi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004134,SMK,Teknik Elektronika,Ilmu Gizi,Ilmu Gizi,PRG2-019,0.806,Ilmu Gizi|Teknologi Pangan|Kesehatan Masyarakat,Ilmu Gizi|Teknologi Pangan|Kesehatan Masyarakat|Pendidikan Bahasa Inggris|Ilmu Komunikasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004135,SMK,Teknik Jaringan Komputer dan Telekomunikasi - TKJ,Pendidikan Guru Sekolah Dasar,Pendidikan Guru Sekolah Dasar,PRG2-024,0.943,Pendidikan Guru Sekolah Dasar|Keperawatan|Kesehatan Masyarakat,Pendidikan Guru Sekolah Dasar|Keperawatan|Kesehatan Masyarakat|Pendidikan Bahasa Inggris|Psikologi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004136,MAK,MAK Teknologi/Bisnis/Kesehatan/Kreatif,Ilmu Gizi,Ilmu Gizi,PRG2-019,0.743,Ilmu Gizi|Sistem Informasi|Kesehatan Masyarakat,Ilmu Gizi|Sistem Informasi|Kesehatan Masyarakat|Teknik Industri|Farmasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004137,SMA,Pilihan Campuran Kurikulum Merdeka,Administrasi Publik,Administrasi Publik,PRG2-023,0.775,Administrasi Publik|Ilmu Gizi|Psikologi,Administrasi Publik|Ilmu Gizi|Psikologi|Biologi|Teknologi Pangan,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004138,MA,MIPA/IPA,Manajemen,Manajemen,PRG2-026,0.833,Manajemen|Administrasi Publik|Teknik Industri,Manajemen|Administrasi Publik|Teknik Industri|Akuntansi|Bisnis Digital,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004139,SMA,MIPA/IPA,Ilmu Komunikasi,Ilmu Komunikasi,PRG2-021,0.905,Ilmu Komunikasi|Ilmu Hukum|Manajemen,Ilmu Komunikasi|Ilmu Hukum|Manajemen|Agribisnis|Desain Produk,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004140,SMK,Farmasi Klinis dan Komunitas,Ilmu Hukum,Teknik Informatika,PRG2-001,0.853,Teknik Informatika|Farmasi|Kimia,Teknik Informatika|Farmasi|Kimia|Teknologi Informasi|Teknik Elektro,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-004141,SMK,Desain Komunikasi Visual,Pariwisata,Teknik Sipil,PRG2-009,0.815,Teknik Sipil|Arsitektur|Desain Produk,Teknik Sipil|Arsitektur|Desain Produk|Teknik Mesin|Teknik Elektro,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-004142,SMK,Agribisnis Tanaman/Ternak/Perikanan,Teknik Informatika,Teknik Informatika,PRG2-001,0.861,Teknik Informatika|Agroteknologi|Teknologi Pangan,Teknik Informatika|Agroteknologi|Teknologi Pangan|Teknik Elektro|Teknik Mesin,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004143,SMA,IPS/Soshum,Pendidikan Guru Sekolah Dasar,Pendidikan Guru Sekolah Dasar,PRG2-024,0.92,Pendidikan Guru Sekolah Dasar|Pendidikan Bahasa Inggris|Kesehatan Masyarakat,Pendidikan Guru Sekolah Dasar|Pendidikan Bahasa Inggris|Kesehatan Masyarakat|Administrasi Publik|Psikologi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004144,MA,MIPA/IPA,Pendidikan Dokter,Pendidikan Dokter,PRG2-015,0.975,Pendidikan Dokter|Kimia|Farmasi,Pendidikan Dokter|Kimia|Farmasi|Matematika|Statistika,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004145,SMK,Pemasaran - Bisnis Digital,Teknologi Informasi,Teknologi Informasi,PRG2-004,0.95,Teknologi Informasi|Teknik Informatika|Teknik Elektro,Teknologi Informasi|Teknik Informatika|Teknik Elektro|Teknik Mesin|Teknik Sipil,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004146,SMK,Pengembangan Perangkat Lunak dan Gim - RPL,Sistem Informasi,Farmasi,PRG2-016,0.846,Farmasi|Sains Data|Sistem Informasi,Farmasi|Sains Data|Sistem Informasi|Statistika|Kimia,cukup_selaras,"Pilihan awal masih cukup relevan, tetapi siswa perlu membandingkan beberapa alternatif program studi.",stage10-v2.0
STU-004147,SMA,IPS/Soshum,Pendidikan Dokter,Ilmu Komunikasi,PRG2-021,0.94,Ilmu Komunikasi|Ilmu Hukum|Pendidikan Bahasa Inggris,Ilmu Komunikasi|Ilmu Hukum|Pendidikan Bahasa Inggris|Pariwisata|Bisnis Digital,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-004148,MA,Keagamaan,Teknologi Informasi,Pendidikan Bahasa Inggris,PRG2-025,0.91,Pendidikan Bahasa Inggris|Pendidikan Guru Sekolah Dasar|Administrasi Publik,Pendidikan Bahasa Inggris|Pendidikan Guru Sekolah Dasar|Administrasi Publik|Pendidikan Dokter|Ilmu Hukum,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-004149,MA,MIPA/IPA,Farmasi,Farmasi,PRG2-016,0.833,Farmasi|Kimia|Pendidikan Dokter,Farmasi|Kimia|Pendidikan Dokter|Ekonomi Pembangunan|Matematika,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004150,MA,IPS/Soshum,Film dan Televisi,Pendidikan Guru Sekolah Dasar,PRG2-024,0.808,Pendidikan Guru Sekolah Dasar|Pendidikan Bahasa Inggris|Administrasi Publik,Pendidikan Guru Sekolah Dasar|Pendidikan Bahasa Inggris|Administrasi Publik|Kesehatan Masyarakat|Psikologi,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-004151,SMK,Teknik Elektronika,Teknik Mesin,Teknik Mesin,PRG2-008,0.906,Teknik Mesin|Teknik Elektro|Teknologi Informasi,Teknik Mesin|Teknik Elektro|Teknologi Informasi|Teknik Informatika|Teknik Sipil,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004152,MA,IPS/Soshum,Teknologi Pangan,Manajemen,PRG2-026,0.756,Manajemen|Agribisnis|Teknologi Pangan,Manajemen|Agribisnis|Teknologi Pangan|Ilmu Hukum|Bisnis Digital,cukup_selaras,"Pilihan awal masih cukup relevan, tetapi siswa perlu membandingkan beberapa alternatif program studi.",stage10-v2.0
STU-004153,SMK,Teknik Mesin,Teknik Industri,Teknik Industri,PRG2-007,0.961,Teknik Industri|Sistem Informasi|Akuntansi,Teknik Industri|Sistem Informasi|Akuntansi|Teknik Mesin|Farmasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004154,SMK,Teknik Jaringan Komputer dan Telekomunikasi - TKJ,Belum yakin,Teknologi Informasi,PRG2-004,0.975,Teknologi Informasi|Teknik Mesin|Teknik Informatika,Teknologi Informasi|Teknik Mesin|Teknik Informatika|Teknik Elektro|Teknik Sipil,belum_yakin,Siswa belum memiliki pilihan awal sehingga sistem perlu memberikan guided profiling dan eksplorasi bertahap.,stage10-v2.0
STU-004155,SMK,Manajemen Perkantoran dan Layanan Bisnis,Teknologi Informasi,Teknologi Informasi,PRG2-004,0.968,Teknologi Informasi|Teknik Informatika|Teknik Elektro,Teknologi Informasi|Teknik Informatika|Teknik Elektro|Teknik Mesin|Agroteknologi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004156,SMK,Layanan Kesehatan,Belum yakin,Akuntansi,PRG2-027,0.85,Akuntansi|Teknik Industri|Sistem Informasi,Akuntansi|Teknik Industri|Sistem Informasi|Farmasi|Statistika,belum_yakin,Siswa belum memiliki pilihan awal sehingga sistem perlu memberikan guided profiling dan eksplorasi bertahap.,stage10-v2.0
STU-004157,SMK,Teknik Mesin,Teknik Mesin,Teknik Mesin,PRG2-008,0.938,Teknik Mesin|Teknik Elektro|Teknologi Informasi,Teknik Mesin|Teknik Elektro|Teknologi Informasi|Teknik Informatika|Teknik Sipil,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004158,MA,MIPA/IPA,Teknik Sipil,Teknik Sipil,PRG2-009,0.879,Teknik Sipil|Teknik Informatika|Teknik Mesin,Teknik Sipil|Teknik Informatika|Teknik Mesin|Teknik Elektro|Teknologi Pangan,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004159,MAK,MAK Teknologi/Bisnis/Kesehatan/Kreatif,Kesehatan Masyarakat,Kesehatan Masyarakat,PRG2-018,0.85,Kesehatan Masyarakat|Administrasi Publik|Keperawatan,Kesehatan Masyarakat|Administrasi Publik|Keperawatan|Psikologi|Pendidikan Guru Sekolah Dasar,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004160,SMK,Teknik Elektronika,Ilmu Gizi,Ilmu Gizi,PRG2-019,0.95,Ilmu Gizi|Biologi|Teknologi Pangan,Ilmu Gizi|Biologi|Teknologi Pangan|Farmasi|Agroteknologi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004161,MA,IPS/Soshum,Ekonomi Pembangunan,Ekonomi Pembangunan,PRG2-028,0.746,Ekonomi Pembangunan|Sistem Informasi|Teknik Industri,Ekonomi Pembangunan|Sistem Informasi|Teknik Industri|Akuntansi|Teknik Mesin,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004162,SMK,Agribisnis Tanaman/Ternak/Perikanan,Agribisnis,Agribisnis,PRG2-032,0.826,Agribisnis|Agroteknologi|Teknologi Pangan,Agribisnis|Agroteknologi|Teknologi Pangan|Ilmu Gizi|Biologi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004163,SMK,"Sistem Informasi, Jaringan, dan Aplikasi - SIJA",Pendidikan Guru Sekolah Dasar,Teknologi Informasi,PRG2-004,0.94,Teknologi Informasi|Teknik Informatika|Teknik Elektro,Teknologi Informasi|Teknik Informatika|Teknik Elektro|Teknik Mesin|Teknik Sipil,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-004164,SMK,Teknik Mesin,Teknik Industri,Teknik Industri,PRG2-007,0.975,Teknik Industri|Teknik Mesin|Akuntansi,Teknik Industri|Teknik Mesin|Akuntansi|Sistem Informasi|Sains Data,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004165,MA,Keagamaan,Administrasi Publik,Administrasi Publik,PRG2-023,1.0,Administrasi Publik|Psikologi|Pendidikan Guru Sekolah Dasar,Administrasi Publik|Psikologi|Pendidikan Guru Sekolah Dasar|Ilmu Hukum|Pendidikan Bahasa Inggris,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004166,SMK,Farmasi Klinis dan Komunitas,Agroteknologi,Agroteknologi,PRG2-033,0.819,Agroteknologi|Biologi|Farmasi,Agroteknologi|Biologi|Farmasi|Ilmu Gizi|Kimia,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004167,SMK,Layanan Kesehatan,Teknik Mesin,Teknik Mesin,PRG2-008,0.855,Teknik Mesin|Teknik Sipil|Teknik Elektro,Teknik Mesin|Teknik Sipil|Teknik Elektro|Desain Produk|Agroteknologi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004168,SMA,Seni/Kreatif,Teknologi Informasi,Teknologi Informasi,PRG2-004,0.95,Teknologi Informasi|Teknik Informatika|Teknik Elektro,Teknologi Informasi|Teknik Informatika|Teknik Elektro|Teknik Mesin|Teknik Sipil,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004169,SMK,Agribisnis Tanaman/Ternak/Perikanan,Belum yakin,Ilmu Komunikasi,PRG2-021,0.774,Ilmu Komunikasi|Agribisnis|Pariwisata,Ilmu Komunikasi|Agribisnis|Pariwisata|Film dan Televisi|Agroteknologi,belum_yakin,Siswa belum memiliki pilihan awal sehingga sistem perlu memberikan guided profiling dan eksplorasi bertahap.,stage10-v2.0
STU-004170,SMA,Pilihan Campuran Kurikulum Merdeka,Kesehatan Masyarakat,Kesehatan Masyarakat,PRG2-018,0.975,Kesehatan Masyarakat|Pendidikan Guru Sekolah Dasar|Keperawatan,Kesehatan Masyarakat|Pendidikan Guru Sekolah Dasar|Keperawatan|Administrasi Publik|Psikologi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004171,SMK,Pengembangan Perangkat Lunak dan Gim - RPL,Teknik Informatika,Teknik Informatika,PRG2-001,0.806,Teknik Informatika|Teknik Elektro|Teknik Mesin,Teknik Informatika|Teknik Elektro|Teknik Mesin|Agribisnis|Teknologi Informasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004172,MA,MIPA/IPA,Administrasi Publik,Administrasi Publik,PRG2-023,0.912,Administrasi Publik|Kesehatan Masyarakat|Psikologi,Administrasi Publik|Kesehatan Masyarakat|Psikologi|Pendidikan Guru Sekolah Dasar|Keperawatan,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004173,SMK,Teknik Jaringan Komputer dan Telekomunikasi - TKJ,Belum yakin,Farmasi,PRG2-016,0.774,Farmasi|Teknik Informatika|Kimia,Farmasi|Teknik Informatika|Kimia|Biologi|Statistika,belum_yakin,Siswa belum memiliki pilihan awal sehingga sistem perlu memberikan guided profiling dan eksplorasi bertahap.,stage10-v2.0
STU-004174,SMK,Teknik Jaringan Komputer dan Telekomunikasi - TKJ,Bisnis Digital,Bisnis Digital,PRG2-005,0.72,Bisnis Digital|Desain Produk|Pendidikan Guru Sekolah Dasar,Bisnis Digital|Desain Produk|Pendidikan Guru Sekolah Dasar|Arsitektur|Sistem Informasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004175,SMK,Teknik Elektronika,Teknologi Pangan,Teknologi Pangan,PRG2-034,0.975,Teknologi Pangan|Ilmu Gizi|Agroteknologi,Teknologi Pangan|Ilmu Gizi|Agroteknologi|Teknik Elektro|Biologi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004176,SMK,Layanan Kesehatan,Belum yakin,Bisnis Digital,PRG2-005,0.912,Bisnis Digital|Manajemen|Pariwisata,Bisnis Digital|Manajemen|Pariwisata|Sistem Informasi|Teknik Industri,belum_yakin,Siswa belum memiliki pilihan awal sehingga sistem perlu memberikan guided profiling dan eksplorasi bertahap.,stage10-v2.0
STU-004177,MAK,MAK Teknologi/Bisnis/Kesehatan/Kreatif,Ilmu Gizi,Ilmu Gizi,PRG2-019,0.893,Ilmu Gizi|Kesehatan Masyarakat|Keperawatan,Ilmu Gizi|Kesehatan Masyarakat|Keperawatan|Psikologi|Administrasi Publik,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004178,SMK,Pemasaran - Bisnis Digital,Belum yakin,Kesehatan Masyarakat,PRG2-018,0.763,Kesehatan Masyarakat|Bisnis Digital|Pendidikan Guru Sekolah Dasar,Kesehatan Masyarakat|Bisnis Digital|Pendidikan Guru Sekolah Dasar|Administrasi Publik|Psikologi,belum_yakin,Siswa belum memiliki pilihan awal sehingga sistem perlu memberikan guided profiling dan eksplorasi bertahap.,stage10-v2.0
STU-004179,MA,IPS/Soshum,Ilmu Komunikasi,Ilmu Komunikasi,PRG2-021,0.975,Ilmu Komunikasi|Pendidikan Bahasa Inggris|Ilmu Hukum,Ilmu Komunikasi|Pendidikan Bahasa Inggris|Ilmu Hukum|Pariwisata|Agribisnis,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004180,MA,IPS/Soshum,Administrasi Publik,Administrasi Publik,PRG2-023,0.969,Administrasi Publik|Kesehatan Masyarakat|Psikologi,Administrasi Publik|Kesehatan Masyarakat|Psikologi|Ilmu Hukum|Manajemen,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004181,SMK,Akuntansi dan Keuangan Lembaga,Arsitektur,Arsitektur,PRG2-010,0.905,Arsitektur|Desain Komunikasi Visual|Desain Produk,Arsitektur|Desain Komunikasi Visual|Desain Produk|Film dan Televisi|Akuntansi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004182,SMK,"Sistem Informasi, Jaringan, dan Aplikasi - SIJA",Kesehatan Masyarakat,Kesehatan Masyarakat,PRG2-018,0.938,Kesehatan Masyarakat|Keperawatan|Pendidikan Guru Sekolah Dasar,Kesehatan Masyarakat|Keperawatan|Pendidikan Guru Sekolah Dasar|Ilmu Gizi|Psikologi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004183,SMK,Teknik Elektronika,Kesehatan Masyarakat,Film dan Televisi,PRG2-031,0.846,Film dan Televisi|Arsitektur|Desain Produk,Film dan Televisi|Arsitektur|Desain Produk|Desain Komunikasi Visual|Ilmu Komunikasi,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
STU-004184,SMK,Pengembangan Perangkat Lunak dan Gim - RPL,Statistika,Statistika,PRG2-012,0.906,Statistika|Sains Data|Kimia,Statistika|Sains Data|Kimia|Farmasi|Teknik Informatika,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004185,SMK,"Sistem Informasi, Jaringan, dan Aplikasi - SIJA",Belum yakin,Ilmu Komunikasi,PRG2-021,0.919,Ilmu Komunikasi|Pendidikan Bahasa Inggris|Desain Komunikasi Visual,Ilmu Komunikasi|Pendidikan Bahasa Inggris|Desain Komunikasi Visual|Pariwisata|Sistem Informasi,belum_yakin,Siswa belum memiliki pilihan awal sehingga sistem perlu memberikan guided profiling dan eksplorasi bertahap.,stage10-v2.0
STU-004186,SMK,Teknik Jaringan Komputer dan Telekomunikasi - TKJ,Statistika,Statistika,PRG2-012,0.856,Statistika|Sains Data|Teknik Informatika,Statistika|Sains Data|Teknik Informatika|Kimia|Teknologi Informasi,selaras,Pilihan awal siswa sangat selaras dengan hasil pemetaan sistem. Tetap perlu validasi dengan guru BK atau konselor.,stage10-v2.0
STU-004187,SMK,"Sistem Informasi, Jaringan, dan Aplikasi - SIJA",Pariwisata,Ilmu Gizi,PRG2-019,0.877,Ilmu Gizi|Teknologi Pangan|Biologi,Ilmu Gizi|Teknologi Pangan|Biologi|Teknologi Informasi|Farmasi,tidak_selaras,"Pilihan awal kurang selaras dengan profil sementara. Sistem sebaiknya memberi bridge plan, bukan menolak pilihan siswa secara mutlak.",stage10-v2.0
