utterance_id,utterance,intent_label,language_variant,student_id,school_type,school_major_detail,riasec_primary,riasec_secondary,mi_primary,vark_primary,career_alignment,initial_choice_program,expected_top_programs,source_type,generator_version,utterance_length
UTT2-003424,"Aku lumayan suka arsip dan Perikanan. Menurut sistem, prodi yang pas buat aku apa?",rekomendasi_prodi,id_nonformal,STU-005955,SMK,Agribisnis Tanaman/Ternak/Perikanan,Conventional,Social,Logis-Matematis,Kinesthetic,Praktikal,Teknik Informatika,Teknik Informatika|Teknik Industri|Sains Data|Sistem Informasi|Teknik Mesin,synthetic_template,stage10-v2.0,14
UTT2-003425,"Saya masih bingung dengan minat saya, tetapi saya cukup suka elektro. Bagaimana cara memetakannya?",klarifikasi_minat,id_formal,STU-011200,SMK,Manajemen Perkantoran dan Layanan Bisnis,Realistic,Investigative,Logis-Matematis,Visual,Praktikal,Teknik Elektro,Teknik Elektro|Teknik Mesin|Teknologi Informasi|Teknik Informatika|Teknik Sipil,synthetic_template,stage10-v2.0,14
UTT2-003426,"Aku anak SMK jurusan Teknik Mesin, suka survei. Cocoknya kuliah apa ya?",rekomendasi_prodi,id_nonformal,STU-008963,SMK,Teknik Mesin,Artistic,Conventional,Logis-Matematis,Visual,Akademik,Statistika,Statistika|Teknik Industri|Sains Data|Teknik Mesin|Farmasi,synthetic_template,stage10-v2.0,12
UTT2-003427,Psikologi teh diajar naon wae?,info_program_studi,sunda_umum,STU-001253,MA,IPS/Soshum,Conventional,Investigative,Interpersonal,Reading/Writing,Sosial,Psikologi,Psikologi|Administrasi Publik|Manajemen|Kesehatan Masyarakat|Ilmu Hukum,synthetic_template,stage10-v2.0,5
UTT2-003428,Overview Pendidikan Guru Sekolah Dasar itu seperti apa?,info_program_studi,mixed,STU-011442,SMK,Akuntansi dan Keuangan Lembaga,Realistic,Investigative,Interpersonal,Visual,Sosial,Pendidikan Guru Sekolah Dasar,Pendidikan Guru Sekolah Dasar|Keperawatan|Teknik Sipil|Kesehatan Masyarakat|Teknik Mesin,synthetic_template,stage10-v2.0,8
UTT2-003429,Saya menyukai kelas. Mohon rekomendasi program studi yang relevan.,rekomendasi_prodi,id_formal,STU-005665,SMK,"Sistem Informasi, Jaringan, dan Aplikasi - SIJA",Social,Artistic,Interpersonal,Auditory,Sosial,Belum yakin,Pendidikan Guru Sekolah Dasar|Pendidikan Bahasa Inggris|Kesehatan Masyarakat|Keperawatan|Pariwisata,synthetic_template,stage10-v2.0,9
UTT2-003430,"Saya masih bingung dengan minat saya, tetapi saya cukup suka Seni dan statistik. Bagaimana cara memetakannya?",klarifikasi_minat,id_formal,STU-000493,SMA,Seni/Kreatif,Investigative,Conventional,Intrapersonal,Reading/Writing,Praktikal,Belum yakin,Farmasi|Teknologi Pangan|Biologi|Ekonomi Pembangunan|Ilmu Gizi,synthetic_template,stage10-v2.0,16
UTT2-003431,Awale aku kepengin Kimia. Kuwi cocok ora karo profilku?,bandingkan_pilihan_awal,jawa_umum,STU-009397,SMK,Pengembangan Perangkat Lunak dan Gim - RPL,Artistic,Enterprising,Visual-Spasial,Visual,Kreatif,Kimia,Desain Komunikasi Visual|Arsitektur|Desain Produk|Film dan Televisi|Ilmu Komunikasi,synthetic_template,stage10-v2.0,9
UTT2-003432,"Aku masih bingung minatku apa, tapi suka algoritma dan Ekonomi. Bisa dibantu arahin?",klarifikasi_minat,id_nonformal,STU-005413,MA,IPS/Soshum,Investigative,Conventional,Logis-Matematis,Visual,Akademik,Farmasi,Ekonomi Pembangunan|Farmasi|Matematika|Statistika|Pendidikan Dokter,synthetic_template,stage10-v2.0,13
UTT2-003433,Bantu susun roadmap basic buat masuk Teknik Sipil ya kak.,roadmap_belajar,mixed,STU-006453,SMA,Bahasa dan Budaya,Realistic,Investigative,Interpersonal,Visual,Praktikal,Sistem Informasi,Teknik Sipil|Teknologi Informasi|Agroteknologi|Teknik Mesin|Teknik Elektro,synthetic_template,stage10-v2.0,10
UTT2-003434,Saya siswa SMA jurusan Pilihan Campuran Kurikulum Merdeka. Saya tertarik pada analisis dan riset. Program studi apa yang sesuai?,rekomendasi_prodi,id_formal,STU-001545,SMA,Pilihan Campuran Kurikulum Merdeka,Investigative,Conventional,Logis-Matematis,Visual,Akademik,Statistika,Statistika|Sains Data|Matematika|Kimia|Ekonomi Pembangunan,synthetic_template,stage10-v2.0,19
UTT2-003435,"Kalau targetku Ilmu Gizi, learning roadmap awalnya gimana?",roadmap_belajar,mixed,STU-008971,SMA,MIPA/IPA,Investigative,Social,Naturalis,Kinesthetic,Sosial,Belum yakin,Ilmu Gizi|Teknologi Pangan|Biologi|Agroteknologi|Kimia,synthetic_template,stage10-v2.0,8
UTT2-003436,"Saya suka menulis dan arsitektur, major S1 yang paling cocok apa?",rekomendasi_prodi,mixed,STU-010177,SMK,Layanan Kesehatan,Artistic,Enterprising,Visual-Spasial,Visual,Praktikal,Teknik Industri,Film dan Televisi|Arsitektur|Desain Produk|Desain Komunikasi Visual|Teknik Sipil,synthetic_template,stage10-v2.0,11
UTT2-003437,"Aku lumayan suka Dokumen dan Komunikasi. Menurut sistem, prodi yang pas buat aku apa?",rekomendasi_prodi,id_nonformal,STU-003468,SMK,Manajemen Perkantoran dan Layanan Bisnis,Enterprising,Investigative,Interpersonal,Visual,Eksekutif,Ilmu Komunikasi,Bisnis Digital|Manajemen|Sistem Informasi|Teknik Industri|Ilmu Komunikasi,synthetic_template,stage10-v2.0,14
UTT2-003438,"Abdi siswa SMK jurusan Sistem Informasi, Jaringan, dan Aplikasi - SIJA, resep eksperimen. Jurusan kuliah nu cocok naon?",rekomendasi_prodi,sunda_umum,STU-011874,SMK,"Sistem Informasi, Jaringan, dan Aplikasi - SIJA",Investigative,Realistic,Naturalis,Reading/Writing,Sosial,Ekonomi Pembangunan,Ilmu Gizi|Biologi|Teknologi Pangan|Sains Data|Teknologi Informasi,synthetic_template,stage10-v2.0,18
UTT2-003439,"Abdi resep teknologi pangan dan sains, kira-kira prodi anu pas kanggo abdi naon?",rekomendasi_prodi,sunda_umum,STU-008216,SMA,Bahasa dan Budaya,Investigative,Realistic,Naturalis,Visual,Praktikal,Matematika,Teknologi Pangan|Agroteknologi|Ilmu Gizi|Biologi|Agribisnis,synthetic_template,stage10-v2.0,13
UTT2-003440,"Aku masih bingung minatku apa, tapi suka administrasi. Bisa dibantu arahin?",klarifikasi_minat,id_nonformal,STU-010987,MA,IPS/Soshum,Conventional,Enterprising,Kinestetik,Reading/Writing,Eksekutif,Ilmu Hukum,Ilmu Hukum|Administrasi Publik|Akuntansi|Sistem Informasi|Manajemen,synthetic_template,stage10-v2.0,11
UTT2-003441,"Aku anak MA jurusan IPS/Soshum, suka Sejarah dan administrasi. Cocoknya kuliah apa ya?",rekomendasi_prodi,id_nonformal,STU-001769,MA,IPS/Soshum,Conventional,Enterprising,Logis-Matematis,Auditory,Akademik,Pendidikan Guru Sekolah Dasar,Sistem Informasi|Teknik Industri|Ekonomi Pembangunan|Administrasi Publik|Farmasi,synthetic_template,stage10-v2.0,13
UTT2-003442,Saya siswa SMK jurusan Manajemen Perkantoran dan Layanan Bisnis. Saya tertarik pada konseling dan software. Program studi apa yang sesuai?,rekomendasi_prodi,id_formal,STU-000281,SMK,Manajemen Perkantoran dan Layanan Bisnis,Social,Realistic,Logis-Matematis,Kinesthetic,Praktikal,Teknik Informatika,Teknik Informatika|Teknik Elektro|Teknik Mesin|Teknologi Informasi|Teknik Industri,synthetic_template,stage10-v2.0,20
UTT2-003443,"Aku lumayan suka konseling dan Perkantoran. Menurut sistem, prodi yang pas buat aku apa?",rekomendasi_prodi,id_nonformal,STU-006705,SMK,Manajemen Perkantoran dan Layanan Bisnis,Artistic,Realistic,Interpersonal,Visual,Kreatif,Arsitektur,Arsitektur|Desain Komunikasi Visual|Desain Produk|Film dan Televisi|Pendidikan Guru Sekolah Dasar,synthetic_template,stage10-v2.0,14
UTT2-003444,"Aku seneng menulis, kira-kira prodi sing cocok kanggo aku apa?",rekomendasi_prodi,jawa_umum,STU-004249,SMK,Teknik Elektronika,Artistic,Enterprising,Visual-Spasial,Kinesthetic,Akademik,Belum yakin,Film dan Televisi|Desain Produk|Arsitektur|Desain Komunikasi Visual|Teknik Elektro,synthetic_template,stage10-v2.0,10
UTT2-003445,Explain singkat tentang prodi Desain Komunikasi Visual dong.,info_program_studi,mixed,STU-005633,SMA,Seni/Kreatif,Artistic,Enterprising,Visual-Spasial,Visual,Kreatif,Ilmu Gizi,Desain Komunikasi Visual|Arsitektur|Desain Produk|Film dan Televisi|Ilmu Komunikasi,synthetic_template,stage10-v2.0,8
UTT2-003446,"Aku siswa MA jurusan Keagamaan, seneng Sosial. Jurusan kuliah sing pas apa ya?",rekomendasi_prodi,jawa_umum,STU-010788,MA,Keagamaan,Artistic,Enterprising,Visual-Spasial,Reading/Writing,Kreatif,Desain Komunikasi Visual,Desain Komunikasi Visual|Arsitektur|Desain Produk|Film dan Televisi|Ilmu Komunikasi,synthetic_template,stage10-v2.0,13
UTT2-003447,Saya siswa SMK jurusan Manajemen Perkantoran dan Layanan Bisnis. Saya tertarik pada angka dan desain grafis. Program studi apa yang sesuai?,rekomendasi_prodi,id_formal,STU-010658,SMK,Manajemen Perkantoran dan Layanan Bisnis,Artistic,Realistic,Logis-Matematis,Reading/Writing,Kreatif,Matematika,Desain Komunikasi Visual|Desain Produk|Arsitektur|Film dan Televisi|Teknik Industri,synthetic_template,stage10-v2.0,21
UTT2-003448,Saya siswa SMK jurusan Teknik Mesin. Saya tertarik pada Mesin dan sains. Program studi apa yang sesuai?,rekomendasi_prodi,id_formal,STU-002622,SMK,Teknik Mesin,Investigative,Social,Logis-Matematis,Reading/Writing,Eksekutif,Belum yakin,Farmasi|Teknik Mesin|Akuntansi|Kimia|Teknik Informatika,synthetic_template,stage10-v2.0,17
UTT2-003449,"Aku anak SMA jurusan Pilihan Campuran Kurikulum Merdeka, suka visual dan Campuran. Cocoknya kuliah apa ya?",rekomendasi_prodi,id_nonformal,STU-002366,SMA,Pilihan Campuran Kurikulum Merdeka,Artistic,Realistic,Visual-Spasial,Visual,Sosial,Arsitektur,Arsitektur|Desain Komunikasi Visual|Desain Produk|Film dan Televisi|Teknik Sipil,synthetic_template,stage10-v2.0,16
UTT2-003450,"Aku anak SMK jurusan Farmasi Klinis dan Komunitas, suka laboratorium. Cocoknya kuliah apa ya?",rekomendasi_prodi,id_nonformal,STU-001792,SMK,Farmasi Klinis dan Komunitas,Investigative,Enterprising,Naturalis,Reading/Writing,Sosial,Ilmu Gizi,Ilmu Gizi|Teknologi Pangan|Biologi|Farmasi|Kimia,synthetic_template,stage10-v2.0,14
UTT2-003451,"Aku isih bingung minatku, nanging seneng mekanik. Iso dibantu?",klarifikasi_minat,jawa_umum,STU-011029,SMK,Teknik Mesin,Realistic,Investigative,Logis-Matematis,Kinesthetic,Praktikal,Agribisnis,Teknik Mesin|Teknik Elektro|Teknologi Informasi|Teknik Informatika|Agroteknologi,synthetic_template,stage10-v2.0,9
UTT2-003452,Saya siswa SMK jurusan Layanan Kesehatan. Saya tertarik pada keperawatan. Program studi apa yang sesuai?,rekomendasi_prodi,id_formal,STU-009185,SMK,Layanan Kesehatan,Investigative,Realistic,Interpersonal,Kinesthetic,Sosial,Keperawatan,Keperawatan|Kesehatan Masyarakat|Ilmu Gizi|Farmasi|Biologi,synthetic_template,stage10-v2.0,15
UTT2-003453,Saya menyukai proses dan manufaktur. Mohon rekomendasi program studi yang relevan.,rekomendasi_prodi,id_formal,STU-003721,SMA,MIPA/IPA,Conventional,Realistic,Visual-Spasial,Reading/Writing,Sosial,Teknik Industri,Teknik Industri|Sistem Informasi|Teknik Sipil|Desain Produk|Farmasi,synthetic_template,stage10-v2.0,11
UTT2-003454,"Aku masih bingung minatku apa, tapi suka riset dan matematika. Bisa dibantu arahin?",klarifikasi_minat,id_nonformal,STU-002507,SMK,Pengembangan Gim,Investigative,Conventional,Logis-Matematis,Visual,Akademik,Manajemen,Statistika|Sains Data|Farmasi|Kimia|Pendidikan Dokter,synthetic_template,stage10-v2.0,13
UTT2-003455,Saya menyukai RPL dan Algoritma. Mohon rekomendasi program studi yang relevan.,rekomendasi_prodi,id_formal,STU-005531,SMK,Pengembangan Perangkat Lunak dan Gim - RPL,Enterprising,Realistic,Naturalis,Kinesthetic,Praktikal,Agribisnis,Agribisnis|Agroteknologi|Teknologi Pangan|Teknik Informatika|Biologi,synthetic_template,stage10-v2.0,11
UTT2-003456,"Aku anak SMK jurusan Pengembangan Gim, suka struktur dan bangunan. Cocoknya kuliah apa ya?",rekomendasi_prodi,id_nonformal,STU-001201,SMK,Pengembangan Gim,Realistic,Conventional,Visual-Spasial,Visual,Praktikal,Teknik Sipil,Teknik Sipil|Arsitektur|Teknik Elektro|Teknik Mesin|Desain Produk,synthetic_template,stage10-v2.0,14
UTT2-003457,Saya siswa SMA jurusan Seni/Kreatif. Saya tertarik pada hospitality dan presentasi. Program studi apa yang sesuai?,rekomendasi_prodi,id_formal,STU-001435,SMA,Seni/Kreatif,Enterprising,Social,Interpersonal,Auditory,Sosial,Pariwisata,Pariwisata|Ilmu Komunikasi|Manajemen|Psikologi|Kesehatan Masyarakat,synthetic_template,stage10-v2.0,16
UTT2-003458,Overview Bisnis Digital itu seperti apa?,info_program_studi,mixed,STU-005119,MAK,MAK Teknologi/Bisnis/Kesehatan/Kreatif,Enterprising,Conventional,Logis-Matematis,Visual,Sosial,Bisnis Digital,Bisnis Digital|Sistem Informasi|Teknik Industri|Manajemen|Farmasi,synthetic_template,stage10-v2.0,6
UTT2-003459,Saya menyukai pajak dan manufaktur. Mohon rekomendasi program studi yang relevan.,rekomendasi_prodi,id_formal,STU-000274,SMK,Teknik Jaringan Komputer dan Telekomunikasi - TKJ,Conventional,Social,Logis-Matematis,Reading/Writing,Praktikal,Belum yakin,Teknik Industri|Sistem Informasi|Teknik Informatika|Akuntansi|Teknik Mesin,synthetic_template,stage10-v2.0,11
UTT2-003460,"Aku anak SMK jurusan Pemasaran - Bisnis Digital, suka event dan komunikasi. Cocoknya kuliah apa ya?",rekomendasi_prodi,id_nonformal,STU-000946,SMK,Pemasaran - Bisnis Digital,Enterprising,Realistic,Linguistik,Kinesthetic,Kreatif,Ilmu Komunikasi,Ilmu Komunikasi|Bisnis Digital|Pariwisata|Ilmu Hukum|Desain Komunikasi Visual,synthetic_template,stage10-v2.0,16
UTT2-003461,"Aku lumayan suka komunitas dan cerita. Menurut sistem, prodi yang pas buat aku apa?",rekomendasi_prodi,id_nonformal,STU-011477,SMA,Pilihan Campuran Kurikulum Merdeka,Social,Artistic,Linguistik,Visual,Sosial,Pariwisata,Pendidikan Bahasa Inggris|Pendidikan Guru Sekolah Dasar|Pariwisata|Kesehatan Masyarakat|Psikologi,synthetic_template,stage10-v2.0,14
UTT2-003462,"Aku lumayan suka bisnis digital dan Geografi. Menurut sistem, prodi yang pas buat aku apa?",rekomendasi_prodi,id_nonformal,STU-005640,SMA,IPS/Soshum,Enterprising,Social,Interpersonal,Visual,Eksekutif,Kesehatan Masyarakat,Bisnis Digital|Manajemen|Kesehatan Masyarakat|Sistem Informasi|Administrasi Publik,synthetic_template,stage10-v2.0,15
UTT2-003463,"Aku siswa SMK Teknik Mesin, interest-ku di public speaking dan Manufaktur. Prodi yang match apa ya?",rekomendasi_prodi,mixed,STU-002994,SMK,Teknik Mesin,Enterprising,Artistic,Linguistik,Auditory,Kreatif,Ilmu Komunikasi,Ilmu Komunikasi|Pendidikan Bahasa Inggris|Desain Komunikasi Visual|Desain Produk|Teknik Industri,synthetic_template,stage10-v2.0,16
UTT2-003464,Saya menyukai konten dan Caregiving. Mohon rekomendasi program studi yang relevan.,rekomendasi_prodi,id_formal,STU-010401,SMK,Layanan Kesehatan,Artistic,Enterprising,Visual-Spasial,Visual,Akademik,Desain Komunikasi Visual,Desain Komunikasi Visual|Arsitektur|Desain Produk|Film dan Televisi|Ilmu Komunikasi,synthetic_template,stage10-v2.0,11
UTT2-003465,"Aku anak SMK jurusan Farmasi Klinis dan Komunitas, suka laporan keuangan. Cocoknya kuliah apa ya?",rekomendasi_prodi,id_nonformal,STU-006722,SMK,Farmasi Klinis dan Komunitas,Conventional,Investigative,Kinestetik,Reading/Writing,Eksekutif,Arsitektur,Akuntansi|Sistem Informasi|Teknik Industri|Manajemen|Farmasi,synthetic_template,stage10-v2.0,15
UTT2-003466,Saya menyukai Database dan lingkungan. Mohon rekomendasi program studi yang relevan.,rekomendasi_prodi,id_formal,STU-005566,SMK,"Sistem Informasi, Jaringan, dan Aplikasi - SIJA",Investigative,Enterprising,Naturalis,Reading/Writing,Akademik,Biologi,Biologi|Ilmu Gizi|Teknologi Pangan|Kimia|Sains Data,synthetic_template,stage10-v2.0,11
UTT2-003467,Saya siswa SMA jurusan IPS/Soshum. Saya tertarik pada infrastruktur dan konstruksi. Program studi apa yang sesuai?,rekomendasi_prodi,id_formal,STU-005317,SMA,IPS/Soshum,Realistic,Investigative,Visual-Spasial,Visual,Praktikal,Teknik Sipil,Teknik Sipil|Teknik Mesin|Teknik Elektro|Arsitektur|Teknologi Informasi,synthetic_template,stage10-v2.0,16
UTT2-003468,Skill awal kanggo Kesehatan Masyarakat apa wae sing kudu tak sinau?,skill_awal,jawa_umum,STU-001276,MA,MIPA/IPA,Social,Investigative,Interpersonal,Visual,Sosial,Belum yakin,Kesehatan Masyarakat|Psikologi|Keperawatan|Pendidikan Guru Sekolah Dasar|Administrasi Publik,synthetic_template,stage10-v2.0,11
UTT2-003469,"Aku masih bingung minatku apa, tapi suka Pertanian. Bisa dibantu arahin?",klarifikasi_minat,id_nonformal,STU-009972,SMK,Agribisnis Tanaman/Ternak/Perikanan,Conventional,Investigative,Logis-Matematis,Kinesthetic,Praktikal,Statistika,Teknik Elektro|Teknik Informatika|Agroteknologi|Teknik Mesin|Akuntansi,synthetic_template,stage10-v2.0,11
UTT2-003470,"Aku anak MAK jurusan MAK Teknologi/Bisnis/Kesehatan/Kreatif, suka olahraga dan proses bisnis. Cocoknya kuliah apa ya?",rekomendasi_prodi,id_nonformal,STU-004731,MAK,MAK Teknologi/Bisnis/Kesehatan/Kreatif,Conventional,Enterprising,Kinestetik,Reading/Writing,Eksekutif,Teknik Mesin,Sistem Informasi|Teknik Industri|Bisnis Digital|Ilmu Hukum|Administrasi Publik,synthetic_template,stage10-v2.0,15
UTT2-003471,"Saya suka konstruksi dan Biologi, major S1 yang paling cocok apa?",rekomendasi_prodi,mixed,STU-003998,SMK,Layanan Kesehatan,Investigative,Conventional,Visual-Spasial,Visual,Akademik,Teknik Sipil,Teknik Sipil|Biologi|Farmasi|Pendidikan Dokter|Arsitektur,synthetic_template,stage10-v2.0,11
UTT2-003472,Saya siswa SMK jurusan Desain Komunikasi Visual. Saya tertarik pada gizi dan laboratorium. Program studi apa yang sesuai?,rekomendasi_prodi,id_formal,STU-004640,SMK,Desain Komunikasi Visual,Investigative,Artistic,Naturalis,Kinesthetic,Sosial,Ilmu Gizi,Ilmu Gizi|Biologi|Teknologi Pangan|Farmasi|Agroteknologi,synthetic_template,stage10-v2.0,18
UTT2-003473,"Aku anak SMK jurusan Teknik Elektronika, suka matematika. Cocoknya kuliah apa ya?",rekomendasi_prodi,id_nonformal,STU-007920,SMK,Teknik Elektronika,Conventional,Enterprising,Logis-Matematis,Auditory,Akademik,Sistem Informasi,Sistem Informasi|Statistika|Teknik Industri|Sains Data|Farmasi,synthetic_template,stage10-v2.0,12
UTT2-003474,Tulung gawekke roadmap belajar kanggo mlebu Teknik Sipil.,roadmap_belajar,jawa_umum,STU-005151,SMK,Pemasaran - Bisnis Digital,Realistic,Artistic,Visual-Spasial,Visual,Eksekutif,Teknik Sipil,Teknik Sipil|Arsitektur|Desain Produk|Teknik Mesin|Bisnis Digital,synthetic_template,stage10-v2.0,8
UTT2-003475,Prospek karier tina Teknologi Pangan naon wae?,prospek_karier,sunda_umum,STU-000835,SMK,"Sistem Informasi, Jaringan, dan Aplikasi - SIJA",Investigative,Social,Naturalis,Kinesthetic,Praktikal,Teknologi Pangan,Teknologi Pangan|Teknologi Informasi|Teknik Informatika|Biologi|Agroteknologi,synthetic_template,stage10-v2.0,7
UTT2-003476,"Aku lumayan suka Game dan statistik. Menurut sistem, prodi yang pas buat aku apa?",rekomendasi_prodi,id_nonformal,STU-005491,SMK,Pengembangan Gim,Investigative,Conventional,Logis-Matematis,Visual,Akademik,Desain Produk,Statistika|Sains Data|Farmasi|Kimia|Pendidikan Dokter,synthetic_template,stage10-v2.0,14
UTT2-003477,Saya siswa SMK jurusan Teknik Jaringan Komputer dan Telekomunikasi - TKJ. Saya tertarik pada sensor. Program studi apa yang sesuai?,rekomendasi_prodi,id_formal,STU-005632,SMK,Teknik Jaringan Komputer dan Telekomunikasi - TKJ,Realistic,Investigative,Logis-Matematis,Kinesthetic,Praktikal,Teknik Elektro,Teknik Elektro|Teknologi Informasi|Teknik Mesin|Teknik Informatika|Teknik Sipil,synthetic_template,stage10-v2.0,20
UTT2-003478,Punten damelkeun roadmap belajar kanggo persiapan Agroteknologi.,roadmap_belajar,sunda_umum,STU-004630,SMK,Desain Komunikasi Visual,Realistic,Investigative,Naturalis,Kinesthetic,Praktikal,Agroteknologi,Agroteknologi|Agribisnis|Teknologi Pangan|Biologi|Teknik Mesin,synthetic_template,stage10-v2.0,7
UTT2-003479,"Abdi resep jalan, kira-kira prodi anu pas kanggo abdi naon?",rekomendasi_prodi,sunda_umum,STU-006453,SMA,Bahasa dan Budaya,Realistic,Investigative,Interpersonal,Visual,Praktikal,Sistem Informasi,Teknik Sipil|Teknologi Informasi|Agroteknologi|Teknik Mesin|Teknik Elektro,synthetic_template,stage10-v2.0,10
UTT2-003480,"Abdi resep jurnalistik, kira-kira prodi anu pas kanggo abdi naon?",rekomendasi_prodi,sunda_umum,STU-005081,SMK,Teknik Elektronika,Enterprising,Artistic,Naturalis,Auditory,Akademik,Ilmu Komunikasi,Ilmu Komunikasi|Agribisnis|Pariwisata|Bisnis Digital|Teknik Industri,synthetic_template,stage10-v2.0,10
UTT2-003481,"Abdi siswa SMK jurusan Layanan Kesehatan, resep grammar. Jurusan kuliah nu cocok naon?",rekomendasi_prodi,sunda_umum,STU-011457,SMK,Layanan Kesehatan,Social,Artistic,Linguistik,Reading/Writing,Sosial,Pendidikan Bahasa Inggris,Pendidikan Bahasa Inggris|Kesehatan Masyarakat|Pendidikan Guru Sekolah Dasar|Keperawatan|Ilmu Gizi,synthetic_template,stage10-v2.0,13
UTT2-003482,"Aku masih bingung minatku apa, tapi suka kesehatan. Bisa dibantu arahin?",klarifikasi_minat,id_nonformal,STU-007537,SMK,Manajemen Perkantoran dan Layanan Bisnis,Social,Realistic,Interpersonal,Kinesthetic,Sosial,Keperawatan,Keperawatan|Kesehatan Masyarakat|Pendidikan Guru Sekolah Dasar|Psikologi|Pariwisata,synthetic_template,stage10-v2.0,11
UTT2-003483,Saya menyukai kebijakan. Mohon rekomendasi program studi yang relevan.,rekomendasi_prodi,id_formal,STU-005123,SMA,IPS/Soshum,Social,Conventional,Logis-Matematis,Auditory,Akademik,Teknologi Pangan,Ekonomi Pembangunan|Matematika|Pendidikan Dokter|Psikologi|Sistem Informasi,synthetic_template,stage10-v2.0,9
UTT2-003484,"Abdi siswa SMK jurusan Manajemen Perkantoran dan Layanan Bisnis, resep Komunikasi dan editing. Jurusan kuliah nu cocok naon?",rekomendasi_prodi,sunda_umum,STU-010049,SMK,Manajemen Perkantoran dan Layanan Bisnis,Artistic,Enterprising,Visual-Spasial,Visual,Kreatif,Agroteknologi,Film dan Televisi|Desain Komunikasi Visual|Arsitektur|Desain Produk|Ilmu Komunikasi,synthetic_template,stage10-v2.0,18
UTT2-003485,"Saya masih bingung dengan minat saya, tetapi saya cukup suka Bahasa Indonesia dan hewan. Bagaimana cara memetakannya?",klarifikasi_minat,id_formal,STU-005336,SMA,Bahasa dan Budaya,Investigative,Enterprising,Naturalis,Kinesthetic,Praktikal,Teknologi Pangan,Teknologi Pangan|Ilmu Gizi|Agribisnis|Agroteknologi|Biologi,synthetic_template,stage10-v2.0,17
UTT2-003486,Saya siswa SMK jurusan Teknik Elektronika. Saya tertarik pada seni. Program studi apa yang sesuai?,rekomendasi_prodi,id_formal,STU-004249,SMK,Teknik Elektronika,Artistic,Enterprising,Visual-Spasial,Kinesthetic,Akademik,Belum yakin,Film dan Televisi|Desain Produk|Arsitektur|Desain Komunikasi Visual|Teknik Elektro,synthetic_template,stage10-v2.0,15
UTT2-003487,"Aku lumayan suka kelas dan anak. Menurut sistem, prodi yang pas buat aku apa?",rekomendasi_prodi,id_nonformal,STU-008735,SMK,Teknik Mesin,Social,Investigative,Interpersonal,Auditory,Sosial,Pendidikan Guru Sekolah Dasar,Pendidikan Guru Sekolah Dasar|Pendidikan Bahasa Inggris|Kesehatan Masyarakat|Keperawatan|Pariwisata,synthetic_template,stage10-v2.0,14
UTT2-003488,"Aku lumayan suka kreatif. Menurut sistem, prodi yang pas buat aku apa?",rekomendasi_prodi,id_nonformal,STU-010143,SMA,Bahasa dan Budaya,Artistic,Enterprising,Visual-Spasial,Reading/Writing,Praktikal,Film dan Televisi,Film dan Televisi|Desain Komunikasi Visual|Desain Produk|Arsitektur|Ilmu Komunikasi,synthetic_template,stage10-v2.0,12
UTT2-003489,Punten jelaskeun ringkes ngeunaan prodi Teknik Sipil.,info_program_studi,sunda_umum,STU-009288,SMK,Farmasi Klinis dan Komunitas,Conventional,Realistic,Intrapersonal,Auditory,Praktikal,Teknik Sipil,Teknik Sipil|Teknik Mesin|Teknik Elektro|Teknik Industri|Akuntansi,synthetic_template,stage10-v2.0,7
UTT2-003490,Skill awal kanggo Pendidikan Guru Sekolah Dasar apa wae sing kudu tak sinau?,skill_awal,jawa_umum,STU-011324,SMA,Pilihan Campuran Kurikulum Merdeka,Social,Artistic,Interpersonal,Auditory,Sosial,Pendidikan Guru Sekolah Dasar,Pendidikan Guru Sekolah Dasar|Keperawatan|Pendidikan Bahasa Inggris|Kesehatan Masyarakat|Psikologi,synthetic_template,stage10-v2.0,13
UTT2-003491,"Aku anak SMK jurusan Teknik Elektronika, suka sistem informasi dan akuntansi. Cocoknya kuliah apa ya?",rekomendasi_prodi,id_nonformal,STU-007920,SMK,Teknik Elektronika,Conventional,Enterprising,Logis-Matematis,Auditory,Akademik,Sistem Informasi,Sistem Informasi|Statistika|Teknik Industri|Sains Data|Farmasi,synthetic_template,stage10-v2.0,15
UTT2-003492,Awalna abdi hoyong Teknologi Informasi. Eta cocog teu sareng profil abdi?,bandingkan_pilihan_awal,sunda_umum,STU-004929,SMK,Akuntansi dan Keuangan Lembaga,Realistic,Investigative,Logis-Matematis,Kinesthetic,Praktikal,Teknologi Informasi,Teknologi Informasi|Teknik Informatika|Teknik Mesin|Teknik Elektro|Agroteknologi,synthetic_template,stage10-v2.0,11
UTT2-003493,Saya menyukai Keuangan dan cerita. Mohon rekomendasi program studi yang relevan.,rekomendasi_prodi,id_formal,STU-010974,SMK,Akuntansi dan Keuangan Lembaga,Social,Artistic,Linguistik,Auditory,Sosial,Ilmu Komunikasi,Pendidikan Bahasa Inggris|Ilmu Komunikasi|Pariwisata|Pendidikan Guru Sekolah Dasar|Psikologi,synthetic_template,stage10-v2.0,11
UTT2-003494,Saya menyukai data dan Cloud. Mohon rekomendasi program studi yang relevan.,rekomendasi_prodi,id_formal,STU-010712,SMK,Teknik Jaringan Komputer dan Telekomunikasi - TKJ,Conventional,Enterprising,Logis-Matematis,Reading/Writing,Eksekutif,Sistem Informasi,Sistem Informasi|Teknik Industri|Akuntansi|Teknologi Informasi|Sains Data,synthetic_template,stage10-v2.0,11
